heatwave,hour,mean,std,n,se,tcrit,ci,lo,hi
0,0,32.3,6.673357542118941,114,0.6250171989560287,1.98118035937458,1.2382717988429983,31.061728201157,33.538271798843
0,1,30.10359649122807,7.691223377283983,114,0.7203490688869616,1.98118035937458,1.4271414271726146,28.676455064055457,31.530737918400686
0,2,28.820964912280704,9.578413226921286,114,0.8971005925800906,1.98118035937458,1.7773180744029726,27.04364683787773,30.598282986683678
0,3,28.17236842105263,10.410337383074404,114,0.9750174286765989,1.98118035937458,1.9316853797419833,26.24068304131065,30.104053800794613
0,4,28.202719298245615,10.58255747106879,114,0.9911473177650882,1.98118035937458,1.9636415992029885,26.239077699042625,30.166360897448605
0,5,29.38701754385965,10.33997919665703,114,0.9684277807638856,1.98118035937458,1.9186300987221219,27.468387445137527,31.30564764258177
0,6,35.964561403508775,12.718032152865828,114,1.1911528465613919,1.98118035937458,2.3598886246205524,33.60467277888822,38.32445002812933
0,7,41.58991228070175,15.238508944758799,114,1.4272171267321823,1.98118035937458,2.8275745400448202,38.76233774065693,44.417486820746575
0,8,42.8040350877193,15.152697748609151,114,1.4191801718533208,1.98118035937458,2.8116518828896404,39.99238320482966,45.61568697060894
0,9,39.35570175438597,13.92188224542196,114,1.3039037381573302,1.98118035937458,2.583268476552398,36.77243327783357,41.93897023093837
0,10,36.10780701754386,14.124051711219035,114,1.3228386434773893,1.98118035937458,2.6207819390791163,33.48702507846475,38.72858895662298
0,11,34.50184210526316,14.7383601329482,114,1.3803738986500573,1.98118035937458,2.734769656598811,31.767072448664347,37.236611761861965
0,12,31.700087719298246,15.64246735486412,114,1.4650512982695565,1.98118035937458,2.902530857607875,28.79755686169037,34.602618576906124
0,13,29.244999999999997,17.89602943306214,114,1.6761167250654387,1.98118035937458,3.32068953571889,25.924310464281106,32.56568953571889
0,14,27.846491228070175,19.075181437449128,114,1.7865544287661355,1.98118035937458,3.53948654522514,24.307004682845033,31.385977773295316
0,15,28.988333333333333,17.08693077741964,114,1.6003376929609798,1.98118035937458,3.1705576056611204,25.817775727672213,32.15889093899445
0,16,31.20517543859649,14.427886851354835,114,1.3512954116085019,1.98118035937458,2.677159929191753,28.52801550940474,33.882335367788244
0,17,36.791754385964914,12.864228460581788,114,1.204845385312632,1.98118035937458,2.3870160134644847,34.40473837250043,39.178770399429396
0,18,42.44245614035087,12.927935627071529,114,1.2108121081356684,1.98118035937458,2.3988371675313163,40.04361897281955,44.84129330788219
0,19,48.71201754385965,10.657747373593324,114,0.998189497352957,1.98118035937458,1.977593427089663,46.734424116769986,50.68961097094932
0,20,48.66464912280702,10.026044507175625,114,0.9390251031707267,1.98118035937458,1.8603780913615324,46.80427103144549,50.52502721416855
0,21,44.372894736842106,8.40468450537195,114,0.7871708258551876,1.98118035937458,1.5595273796569655,42.81336735718514,45.93242211649907
0,22,40.82657894736842,6.151391644683221,114,0.5761306135892486,1.98118035937458,1.1414186560774449,39.68516029129097,41.967997603445866
0,23,35.59543859649123,5.604794745770268,114,0.524937123571606,1.98118035937458,1.0399951191266528,34.55544347736458,36.63543371561788
1,0,38.036249999999995,5.0048774424840525,8,1.7694913892940292,2.3646242515927844,4.18418225210927,33.85206774789073,42.22043225210926
1,1,36.177499999999995,4.127215422395243,8,1.4591910062966886,2.3646242515927844,3.4504384411952294,32.72706155880476,39.62793844119523
1,2,35.239999999999995,3.814270197935267,8,1.348548161118891,2.3646242515927844,3.188809686222583,32.05119031377741,38.42880968622258
1,3,34.878750000000004,3.8458453928511336,8,1.3597116783400391,2.3646242515927844,3.215207209776784,31.663542790223218,38.09395720977679
1,4,34.823750000000004,3.9967806240952055,8,1.4130753411063606,2.3646242515927844,3.3413922209078466,31.48235777909216,38.16514222090785
1,5,36.02875,4.569180725250426,8,1.6154493376457217,2.3646242515927844,3.819930681016574,32.20881931898343,39.848680681016575
1,6,43.82,7.56055364563809,8,2.6730593761776835,2.3646242515927844,6.32078102685723,37.49921897314277,50.14078102685723
1,7,54.455,12.641246547936413,8,4.469355578348436,2.3646242515927844,10.568346589554206,43.88665341044579,65.02334658955421
1,8,53.6625,11.13985220471336,8,3.938532517684364,2.3646242515927844,9.313149507003235,44.34935049299676,62.97564950700324
1,9,50.97125,9.435485357339678,8,3.33594783998063,2.3646242515927844,7.888263164466763,43.082986835533234,58.85951316446676
1,10,47.46,9.200267076868707,8,3.2527856193905986,2.3646242515927844,7.691615760843266,39.76838423915673,55.15161576084327
1,11,45.1075,8.245970011379585,8,2.915390656253708,2.3646242515927844,6.893803448644522,38.21369655135548,52.00130344864452
1,12,41.567499999999995,7.0348657211268595,8,2.487200628072797,2.3646242515927844,5.881294923717741,35.686205076282256,47.448794923717735
1,13,40.4975,6.930054112342844,8,2.4501441284136725,2.3646242515927844,5.793670225944635,34.703829774055365,46.29117022594464
1,14,40.38125,6.946383308703066,8,2.455917371152492,2.3646242515927844,5.80732177573518,34.57392822426482,46.188571775735184
1,15,41.13375,7.319119653346294,8,2.5876995695984486,2.3646242515927844,6.118937158108702,35.0148128418913,47.2526871581087
1,16,43.97625,8.054647172373759,8,2.8477478178252675,2.3646242515927844,6.733853552450058,37.24239644754994,50.71010355245006
1,17,50.98625,8.589666445378258,8,3.0369056958287564,2.3646242515927844,7.181140858156938,43.80510914184306,58.167390858156935
1,18,58.036249999999995,9.034946339472238,8,3.194335912148697,2.3646242515927844,7.5534041656005675,50.48284583439943,65.58965416560056
1,19,64.7425,10.60830638159147,8,3.7506026896639275,2.3646242515927844,8.868766078068449,55.87373392193156,73.61126607806845
